category;text;request_json;response_json
spreadsheet-generation;Синтезируй таблицу спортивных результатов с полями 'ФИО спортсмена', 'Дисциплина', 'Вид спорта', 'Результат', 'Медаль'. Добавь 5 спортсменов разных видов спорта с медалями разного достоинства;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Спортивные результаты"",""range"":""A1:E7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""ФИО спортсмена"",""Дисциплина"",""Вид спорта"",""Результат"",""Медаль""],""range"":""A1:E1"",""style"":""header_style""},""rows"":[{""values"":[""Алексей Морозов"",""Бег 100м"",""Легкая атлетика"",""9.87"",""Золото""],""range"":""A2:E2""},{""values"":[""Виктория Петрова"",""Прыжок в длину"",""Легкая атлетика"",""7.42"",""Серебро""],""range"":""A3:E3""},{""values"":[""Дмитрий Иванов"",""Плавание 200м"",""Плавание"",""1:48.32"",""Золото""],""range"":""A4:E4""},{""values"":[""Елена Сорокина"",""Спортивная гимнастика"",""Гимнастика"",""14.85"",""Золото""],""range"":""A5:E5""},{""values"":[""Федор Козлов"",""Тяжелая атлетика"",""Тяжелая атлетика"",""210.5"",""Серебро""],""range"":""A6:E6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""General""}]}"
spreadsheet-generation;Создай каталог недвижимости с полями 'Тип недвижимости', 'Местоположение', 'Площадь м²', 'Тип рынка', 'Цена, руб', 'Цена м², руб'. Добавь 5 объектов недвижимости разных типов;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Недвижимость"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Тип недвижимости"",""Местоположение"",""Площадь м²"",""Тип рынка"",""Цена, руб"",""Цена м², руб""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Квартира 2-комн"",""Москва, ул. Ленина"",55,""Новостройка"",6800000,123818],""range"":""A2:F2""},{""values"":[""Квартира 3-комн"",""Москва, пр. Авиа"",78,""Вторичный рынок"",8500000,109000],""range"":""A3:F3""},{""values"":[""Дом"",""Московская область"",150,""Новостройка"",12000000,80000],""range"":""A4:F4""},{""values"":[""Студия"",""Москва, ул. Гоголя"",25,""Вторичный рынок"",3200000,128000],""range"":""A5:F5""},{""values"":[""Квартира 1-комн"",""Санкт-Петербург"",35,""Новостройка"",3500000,100000],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""0""},{""index"":3,""format"":""General""},{""index"":4,""format"":""#,##0""},{""index"":5,""format"":""#,##0""}]}"
spreadsheet-generation;Синтезируй каталог туристических маршрутов с полями 'Маршрут', 'Страна', 'Длительность дней', 'Цена, руб', 'Тип тура', 'Сезон'. Добавь 5 туров разных направлений по всему миру;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Туры"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Маршрут"",""Страна"",""Длительность дней"",""Цена, руб"",""Тип тура"",""Сезон""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Золотое кольцо России"",""Россия"",7,45000,""Экскурсионный"",""Май-Сентябрь""],""range"":""A2:F2""},{""values"":[""Горы Кавказа"",""Россия"",10,65000,""Активный туризм"",""Июнь-Сентябрь""],""range"":""A3:F3""},{""values"":[""Египет - древние чудеса"",""Египет"",9,55000,""Культурный"",""Март-Май""],""range"":""A4:F4""},{""values"":[""Швейцария - Альпы"",""Швейцария"",8,85000,""Горный туризм"",""Июль-Сентябрь""],""range"":""A5:F5""},{""values"":[""Таиланд - остров Бали"",""Таиланд"",12,42000,""Пляжный отдых"",""Ноябрь-Март""],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""0""},{""index"":3,""format"":""#,##0""},{""index"":4,""format"":""General""},{""index"":5,""format"":""General""}]}"
spreadsheet-generation;Синтезируй таблицу проектов компании с полями 'Название проекта', 'Тип', 'Дата начала', 'Дата окончания', 'Прогресс', 'Статус'. Включи 5 проектов на разных этапах выполнения;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Проекты"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Название проекта"",""Тип"",""Дата начала"",""Дата окончания"",""Прогресс"",""Статус""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Мобильное приложение"",""Разработка"",""25.09.2024"",""15.12.2024"",""75%"",""В процессе""],""range"":""A2:F2""},{""values"":[""Редизайн сайта"",""Дизайн"",""01.10.2024"",""30.11.2024"",""50%"",""В процессе""],""range"":""A3:F3""},{""values"":[""API интеграция"",""Разработка"",""15.08.2024"",""20.10.2024"",""100%"",""Завершено""],""range"":""A4:F4""},{""values"":[""Маркетинговая кампания"",""Маркетинг"",""10.10.2024"",""25.11.2024"",""30%"",""В процессе""],""range"":""A5:F5""},{""values"":[""Обновление БД"",""Инфраструктура"",""05.09.2024"",""05.11.2024"",""95%"",""На финальной стадии""],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""dd/mm/yyyy""},{""index"":3,""format"":""dd/mm/yyyy""},{""index"":4,""format"":""0%""},{""index"":5,""format"":""General""}]}"
spreadsheet-generation;Создай таблицу пациентов медицинской клиники с полями 'ФИО пациента', 'Дата рождения', 'Специалист', 'Дата приема', 'Время приема', 'Статус'. Добавь 5 пациентов с приемами у разных врачей;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Пациенты"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""ФИО пациента"",""Дата рождения"",""Специалист"",""Дата приема"",""Время приема"",""Статус""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Иван Сидоров"",""15.05.1980"",""Терапевт"",""25.10.2024"",""10:30"",""ОК""],""range"":""A2:F2""},{""values"":[""Мария Смирнова"",""22.08.1992"",""Кардиолог"",""26.10.2024"",""14:00"",""Требуется уточнение""],""range"":""A3:F3""},{""values"":[""Петр Волков"",""10.12.1975"",""Невролог"",""25.10.2024"",""16:15"",""ОК""],""range"":""A4:F4""},{""values"":[""Ольга Морозова"",""03.03.1988"",""Офтальмолог"",""27.10.2024"",""09:45"",""ОК""],""range"":""A5:F5""},{""values"":[""Сергей Козлов"",""19.07.1995"",""Хирург"",""26.10.2024"",""11:00"",""Требуется уточнение""],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""dd/mm/yyyy""},{""index"":2,""format"":""General""},{""index"":3,""format"":""dd/mm/yyyy""},{""index"":4,""format"":""hh:mm""},{""index"":5,""format"":""General""}]}"
spreadsheet-generation;Синтезируй каталог фильмов с полями 'Название', 'Режиссер', 'Жанр', 'Длительность мин', 'Возрастной рейтинг', 'IMDB рейтинг'. Добавь 5 классических фильмов высокого качества;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Фильмы"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Название"",""Режиссер"",""Жанр"",""Длительность мин"",""Возрастной рейтинг"",""IMDB рейтинг""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Интерстеллар"",""Кристофер Нолан"",""Научно-фантастический"",169,""PG-13"",8.6],""range"":""A2:F2""},{""values"":[""Зеленая миля"",""Фрэнк Дарабонт"",""Драма"",189,""R"",8.6],""range"":""A3:F3""},{""values"":[""Начало"",""Кристофер Нолан"",""Научно-фантастический"",148,""PG-13"",8.8],""range"":""A4:F4""},{""values"":[""Джокер"",""Тодд Филлипс"",""Драма"",122,""R"",8.4],""range"":""A5:F5""},{""values"":[""Форрест Гамп"",""Роберт Земекис"",""Драма"",142,""PG-13"",8.8],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""0""},{""index"":4,""format"":""General""},{""index"":5,""format"":""0.0""}]}"
spreadsheet-generation;Создай реестр поставщиков сырья с полями 'Наименование', 'Вид сырья', 'Местоположение', 'Дата сотрудничества', 'Статус', 'Рейтинг'. Добавь 5 поставщиков из разных стран;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Поставщики"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Наименование"",""Вид сырья"",""Местоположение"",""Дата сотрудничества"",""Статус"",""Рейтинг""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""ООО Сталь+"",""Металл и сплавы"",""Россия, Челябинск"",""25.03.2020"",""Платежеспособен"",4.8],""range"":""A2:F2""},{""values"":[""Партнер Групп"",""Пластмассы и полимеры"",""Беларусь, Минск"",""15.07.2019"",""Платежеспособен"",4.5],""range"":""A3:F3""},{""values"":[""Экспорт Трейд"",""Электроника"",""Китай, Шэньчжэнь"",""10.11.2018"",""Платежеспособен"",4.2],""range"":""A4:F4""},{""values"":[""РЭК Компания"",""Резина и каучук"",""Россия, Ярославль"",""20.05.2021"",""Требуется проверка"",3.9],""range"":""A5:F5""},{""values"":[""Азия Импорт"",""Текстиль"",""Индия, Мумбаи"",""30.01.2020"",""Платежеспособен"",4.1],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""dd/mm/yyyy""},{""index"":4,""format"":""General""},{""index"":5,""format"":""0.0""}]}"
spreadsheet-generation;Синтезируй каталог автозапчастей с полями 'Наименование запчасти', 'Производитель', 'Артикул', 'Категория', 'Цена, руб', 'Остаток на складе'. Добавь 5 запчастей разных категорий для автомобилей;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Автозапчасти"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Наименование запчасти"",""Производитель"",""Артикул"",""Категория"",""Цена, руб"",""Остаток на складе""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Фильтр воздушный"",""Mann-Filter"",""C 25 012"",""Двигатель"",850,45],""range"":""A2:F2""},{""values"":[""Тормозные колодки"",""Bosch"",""BP 380"",""Тормозная система"",2400,120],""range"":""A3:F3""},{""values"":[""Масло моторное"",""Mobil"",""Delvac 1300 Super"",""Расходники"",3200,250],""range"":""A4:F4""},{""values"":[""Лампа головного света"",""Philips"",""H7 55W"",""Освещение"",1250,180],""range"":""A5:F5""},{""values"":[""Ремень ГРМ"",""Gates"",""K015443XS"",""Трансмиссия"",4800,25],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""# ##0.00""},{""index"":5,""format"":""0""}]}"
spreadsheet-generation;Синтезируй таблицу результатов лабораторных исследований медицинского препарата с полями 'Наименование испытания', 'Дата проведения', 'Методика анализа', 'Полученный результат', 'Спецификация', 'Статус'. Добавь 5 испытаний для фармацевтического препарата;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Лабораторные исследования"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Наименование испытания"",""Дата проведения"",""Методика анализа"",""Полученный результат"",""Спецификация"",""Статус""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Стабильность при комнатной температуре"",""15.09.2024"",""ВЭЖХ"",""98.5"",""95.0-105.0"",""Допуск""],""range"":""A2:F2""},{""values"":[""Растворимость в воде"",""18.09.2024"",""Турбидиметрия"",""Хорошо"",""Хорошо"",""Допуск""],""range"":""A3:F3""},{""values"":[""Микробиологическая чистота"",""22.09.2024"",""Культивирование"",""< 10 КОЕ/мл"",""< 100 КОЕ/мл"",""Допуск""],""range"":""A4:F4""},{""values"":[""Анализ примесей"",""25.09.2024"",""ГХ-МС"",""99.2"",""> 99.0"",""Допуск""],""range"":""A5:F5""},{""values"":[""Испытание на пирогенность"",""28.09.2024"",""LAL тест"",""< 0.5 ЕЭ/мл"",""< 1.0 ЕЭ/мл"",""Допуск""],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""dd/mm/yyyy""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""General""},{""index"":5,""format"":""General""}]}"
spreadsheet-generation;Синтезируй реестр акционеров компании с полями 'Наименование акционера', 'Тип акционера', 'Количество акций', 'Доля владения %', 'Страна регистрации', 'Дата регистрации'. Добавь 5 акционеров (физических и юридических лиц) с разными долями владения;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Реестр акционеров"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Наименование акционера"",""Тип акционера"",""Количество акций"",""Доля владения %"",""Страна регистрации"",""Дата регистрации""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Петров Иван Сергеевич"",""Физическое лицо"",15000,""15.0"",""Россия"",""10.03.2015""],""range"":""A2:F2""},{""values"":[""ООО Альфа Капитал"",""Юридическое лицо"",25000,""25.0"",""Россия"",""05.07.2018""],""range"":""A3:F3""},{""values"":[""Смирнова Мария Ивановна"",""Физическое лицо"",12000,""12.0"",""Россия"",""22.11.2019""],""range"":""A4:F4""},{""values"":[""FONDS INVEST Ltd."",""Юридическое лицо"",30000,""30.0"",""Люксембург"",""15.01.2020""],""range"":""A5:F5""},{""values"":[""Сидоров Алексей Петрович"",""Физическое лицо"",18000,""18.0"",""Россия"",""08.04.2021""],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""0""},{""index"":3,""format"":""0.0""},{""index"":4,""format"":""General""},{""index"":5,""format"":""dd/mm/yyyy""}]}"
spreadsheet-generation;Синтезируй таблицу результатов маркетингового исследования с полями 'Целевой сегмент', 'Параметр исследования', 'Результат %', 'Минимум доверительного интервала', 'Максимум доверительного интервала', 'Интерпретация'. Добавь 5 результатов исследования для разных целевых сегментов;;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Маркетинговое исследование"",""range"":""A1:F7""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""}],""data"":{""header"":{""values"":[""Целевой сегмент"",""Параметр исследования"",""Результат %"",""Минимум доверительного интервала"",""Максимум доверительного интервала"",""Интерпретация""],""range"":""A1:F1"",""style"":""header_style""},""rows"":[{""values"":[""Возрастная группа 18-25"",""Осведомленность о бренде"",65,58,72,""Целевая аудитория""],""range"":""A2:F2""},{""values"":[""Возрастная группа 26-40"",""Готовность к покупке"",78,71,85,""Высокий потенциал""],""range"":""A3:F3""},{""values"":[""Возрастная группа 41-55"",""Лояльность к бренду"",82,76,88,""Высокий потенциал""],""range"":""A4:F4""},{""values"":[""Женщины"",""Частота использования продукта"",71,64,78,""Активные пользователи""],""range"":""A5:F5""},{""values"":[""Мужчины"",""Удовлетворенность качеством"",68,61,75,""Умеренно удовлетворены""],""range"":""A6:F6""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""0""},{""index"":3,""format"":""0""},{""index"":4,""format"":""0""},{""index"":5,""format"":""General""}]}"
spreadsheet-search;Найди все строки, где сумма больше 10000;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи"",""range"":""A1:C7""},""data"":{""header"":{""values"":[""Дата"",""Продукт"",""Сумма""],""range"":""A1:C1""},""rows"":[{""values"":[""01.01.2024"",""Товар A"",15000],""range"":""A2:C2""},{""values"":[""02.01.2024"",""Товар B"",8000],""range"":""A3:C3""},{""values"":[""03.01.2024"",""Товар C"",12000],""range"":""A4:C4""},{""values"":[""04.01.2024"",""Товар D"",9000],""range"":""A5:C5""},{""values"":[""05.01.2024"",""Товар E"",21000],""range"":""A6:C6""},{""values"":[""06.01.2024"",""Товар F"",7500],""range"":""A7:C7""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Продажи"",""range"":""A1:C4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""even_row_style"",""background_color"":""#F2F2F2"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11},{""id"":""odd_row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Дата"",""Продукт"",""Сумма""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[""01.01.2024"",""Товар A"",15000],""range"":""A2:C2"",""style"":""even_row_style""},{""values"":[""03.01.2024"",""Товар C"",12000],""range"":""A3:C3"",""style"":""odd_row_style""},{""values"":[""05.01.2024"",""Товар E"",21000],""range"":""A4:C4"",""style"":""even_row_style""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}"
spreadsheet-search;"Найди все продукты, названия которых содержат ""Товар""";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Каталог"",""range"":""A1:C10""},""data"":{""header"":{""values"":[""Код"",""Название"",""Цена""],""range"":""A1:C1""},""rows"":[{""values"":[""A001"",""Товар A"",1500],""range"":""A2:C2""},{""values"":[""B002"",""Услуга B"",2000],""range"":""A3:C3""},{""values"":[""C003"",""Товар C"",1200],""range"":""A4:C4""},{""values"":[""D004"",""Материал D"",800],""range"":""A5:C5""},{""values"":[""E005"",""Товар E"",2100],""range"":""A6:C6""},{""values"":[""F006"",""Работа F"",3000],""range"":""A7:C7""},{""values"":[""G007"",""Товар G"",950],""range"":""A8:C8""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Каталог"",""range"":""A1:C5""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Код"",""Название"",""Цена""],""range"":""A1:C1"",""style"":""header_style""},""rows"":[{""values"":[""A001"",""Товар A"",1500],""range"":""A2:C2"",""style"":""row_style""},{""values"":[""C003"",""Товар C"",1200],""range"":""A3:C3"",""style"":""row_style""},{""values"":[""E005"",""Товар E"",2100],""range"":""A4:C4"",""style"":""row_style""},{""values"":[""G007"",""Товар G"",950],""range"":""A5:C5"",""style"":""row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}"
spreadsheet-search;Найди все заказы в диапазоне дат с 01.01.2024 по 03.01.2024;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Заказы"",""range"":""A1:D10""},""data"":{""header"":{""values"":[""Номер"",""Дата"",""Клиент"",""Сумма""],""range"":""A1:D1""},""rows"":[{""values"":[""001"",""30.12.2023"",""Клиент A"",15000],""range"":""A2:D2""},{""values"":[""002"",""01.01.2024"",""Клиент B"",8000],""range"":""A3:D3""},{""values"":[""003"",""02.01.2024"",""Клиент C"",12000],""range"":""A4:D4""},{""values"":[""004"",""03.01.2024"",""Клиент D"",9000],""range"":""A5:D5""},{""values"":[""005"",""04.01.2024"",""Клиент E"",21000],""range"":""A6:D6""},{""values"":[""006"",""05.01.2024"",""Клиент F"",7500],""range"":""A7:D7""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""dd/mm/yyyy""},{""index"":2,""format"":""General""},{""index"":3,""format"":""# ##0.00""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Заказы"",""range"":""A1:D4""},""styles"":[{""id"":""header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold"",""font_size"":11},{""id"":""row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Номер"",""Дата"",""Клиент"",""Сумма""],""range"":""A1:D1"",""style"":""header_style""},""rows"":[{""values"":[""002"",""01.01.2024"",""Клиент B"",8000],""range"":""A2:D2"",""style"":""row_style""},{""values"":[""003"",""02.01.2024"",""Клиент C"",12000],""range"":""A3:D3"",""style"":""row_style""},{""values"":[""004"",""03.01.2024"",""Клиент D"",9000],""range"":""A4:D4"",""style"":""row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""dd/mm/yyyy""},{""index"":2,""format"":""General""},{""index"":3,""format"":""# ##0.00""}]}"
spreadsheet-transformation;Удали дубликаты строк и отсортируй данные по дате;"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Заказы"",""range"":""A1:C8""},""data"":{""header"":{""values"":[""Дата"",""Клиент"",""Сумма""],""range"":""A1:C1""},""rows"":[{""values"":[""01.01.2024"",""Клиент A"",15000],""range"":""A2:C2""},{""values"":[""02.01.2024"",""Клиент B"",8000],""range"":""A3:C3""},{""values"":[""01.01.2024"",""Клиент A"",15000],""range"":""A4:C4""},{""values"":[""03.01.2024"",""Клиент C"",12000],""range"":""A5:C5""},{""values"":[""02.01.2024"",""Клиент B"",8000],""range"":""A6:C6""},{""values"":[""04.01.2024"",""Клиент D"",21000],""range"":""A7:C7""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Заказы"",""range"":""A1:C5""},""styles"":[{""id"":""sorted_header_style"",""background_color"":""#4472C4"",""font_color"":""#FFFFFF"",""font_weight"":""bold""},{""id"":""deduplicated_row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal"",""font_size"":11}],""data"":{""header"":{""values"":[""Дата"",""Клиент"",""Сумма""],""range"":""A1:C1"",""style"":""sorted_header_style""},""rows"":[{""values"":[""01.01.2024"",""Клиент A"",15000],""range"":""A2:C2"",""style"":""deduplicated_row_style""},{""values"":[""02.01.2024"",""Клиент B"",8000],""range"":""A3:C3"",""style"":""deduplicated_row_style""},{""values"":[""03.01.2024"",""Клиент C"",12000],""range"":""A4:C4"",""style"":""deduplicated_row_style""},{""values"":[""04.01.2024"",""Клиент D"",21000],""range"":""A5:C5"",""style"":""deduplicated_row_style""}]},""columns"":[{""index"":0,""format"":""dd/mm/yyyy""},{""index"":1,""format"":""General""},{""index"":2,""format"":""# ##0.00""}]}"
spreadsheet-transformation;"Объедини поля ""Имя"" и ""Фамилия"" в одно поле ""Полное имя"" и удалите исходные поля";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Клиенты"",""range"":""A1:D5""},""data"":{""header"":{""values"":[""Имя"",""Фамилия"",""Email"",""Телефон""],""range"":""A1:D1""},""rows"":[{""values"":[""Иван"",""Иванов"",""ivan@example.com"",""+71234567890""],""range"":""A2:D2""},{""values"":[""Петр"",""Петров"",""petr@example.com"",""+70987654321""],""range"":""A3:D3""},{""values"":[""Сидор"",""Сидоров"",""sidor@example.com"",""+71112223344""],""range"":""A4:D4""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Клиенты"",""range"":""A1:C5""},""styles"":[{""id"":""merge_header_style"",""background_color"":""#FFF2E8"",""font_color"":""#8B4513"",""font_weight"":""bold""},{""id"":""merged_field_style"",""background_color"":""#FFFAF0"",""horizontal_alignment"":""left""}],""data"":{""header"":{""values"":[""Полное имя"",""Email"",""Телефон""],""range"":""A1:C1"",""style"":""merge_header_style""},""rows"":[{""values"":[""Иванов Иван"",""ivan@example.com"",""+71234567890""],""range"":""A2:C2"",""style"":""merged_field_style""},{""values"":[""Петров Петр"",""petr@example.com"",""+70987654321""],""range"":""A3:C3"",""style"":""merged_field_style""},{""values"":[""Сидоров Сидор"",""sidor@example.com"",""+71112223344""],""range"":""A4:C4"",""style"":""merged_field_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""}]}"
spreadsheet-transformation;Раздели поле 'Полное имя' на три отдельных поля: 'Имя', 'Фамилия' и 'Отчество' (если есть);"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Клиенты"",""range"":""A1:C5""},""data"":{""header"":{""values"":[""Полное имя"",""Email"",""Телефон""],""range"":""A1:C1""},""rows"":[{""values"":[""Иванов Иван Иванович"",""ivan@example.com"",""+71234567890""],""range"":""A2:C2""},{""values"":[""Петров Петр Петрович"",""petr@example.com"",""+70987654321""],""range"":""A3:C3""},{""values"":[""Сидоров Сидор Сидорович"",""sidor@example.com"",""+71112223344""],""range"":""A4:C4""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""}]}";"{""metadata"":{""version"":""1.0""},""worksheet"":{""name"":""Клиенты"",""range"":""A1:E5""},""styles"":[{""id"":""split_header_style"",""background_color"":""#E8F0FE"",""font_color"":""#174EA6"",""font_weight"":""bold""},{""id"":""split_row_style"",""background_color"":""#FFFFFF"",""font_weight"":""normal"",""font_style"":""normal""}],""data"":{""header"":{""values"":[""Фамилия"",""Имя"",""Отчество"",""Email"",""Телефон""],""range"":""A1:E1"",""style"":""split_header_style""},""rows"":[{""values"":[""Иванов"",""Иван"",""Иванович"",""ivan@example.com"",""+71234567890""],""range"":""A2:E2"",""style"":""split_row_style""},{""values"":[""Петров"",""Петр"",""Петрович"",""petr@example.com"",""+70987654321""],""range"":""A3:E3"",""style"":""split_row_style""},{""values"":[""Сидоров"",""Сидор"",""Сидорович"",""sidor@example.com"",""+71112223344""],""range"":""A4:E4"",""style"":""split_row_style""}]},""columns"":[{""index"":0,""format"":""General""},{""index"":1,""format"":""General""},{""index"":2,""format"":""General""},{""index"":3,""format"":""General""},{""index"":4,""format"":""General""}]}"
